22:42:25.199 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.199 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.199 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.199 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.199 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.199 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.199 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.199 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.199 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.199 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.199 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.199 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.199 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.199 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.235 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.235 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.235 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.235 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.235 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.235 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.235 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.235 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.235 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.235 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.235 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.235 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.235 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.235 -> 0x2D0; 8; FF; 73; 0; F9; F7; FC; FF; CF; 
22:42:25.235 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.235 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.275 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.275 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.275 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.275 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.275 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.275 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.275 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.275 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.275 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.275 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.275 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.275 -> 0x2BC; 8; FF; 53; 38; 0; 0; 26; 38; 59; 
22:42:25.275 -> 0x2AC; 8; FF; FF; FF; FF; FF; FF; FF; FF; 
22:42:25.275 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.275 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.275 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.275 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.275 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.323 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.323 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.323 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.323 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.323 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.323 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.323 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.323 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.323 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.323 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.323 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.323 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.323 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.323 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.323 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.323 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.323 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.323 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.323 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.371 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.371 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.371 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.371 -> 0x2D0; 8; FF; 73; 0; F9; F7; FC; FF; CF; 
22:42:25.371 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.371 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.371 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.371 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.371 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.371 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.371 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.371 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.371 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.371 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.371 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.371 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.371 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.371 -> 0x2BC; 8; FF; 53; 38; 0; 0; 26; 38; 59; 
22:42:25.371 -> 0x2AC; 8; FF; FF; FF; FF; FF; FF; FF; FF; 
22:42:25.371 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.371 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.371 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.411 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.411 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.411 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.411 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.411 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.411 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.411 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.411 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.411 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.411 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.411 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.411 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.411 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.411 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.411 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.411 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.451 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.451 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.451 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.451 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.451 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.451 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.451 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.451 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.451 -> 0x2D0; 8; FF; 73; 0; F9; F7; FC; FF; CF; 
22:42:25.451 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.451 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.451 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.451 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.451 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.451 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.451 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.451 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.493 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.493 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.493 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.493 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.493 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.493 -> 0x2BC; 8; FF; 53; 38; 0; 0; 26; 38; 59; 
22:42:25.493 -> 0x2AC; 8; FF; FF; FF; FF; FF; FF; FF; FF; 
22:42:25.493 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.493 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.493 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.493 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.493 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.493 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.493 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.493 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.493 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.493 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.493 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.493 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.527 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.527 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.527 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.527 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.527 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.527 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.527 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.527 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.527 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.527 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.527 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.527 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.527 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.527 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.575 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.575 -> 0x2D0; 8; FF; 73; 0; F9; F7; FC; FF; CF; 
22:42:25.575 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.575 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.575 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.575 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.575 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.575 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.575 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.575 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.575 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.575 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.575 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.575 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.575 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.575 -> 0x2BC; 8; FF; 53; 38; 0; 0; 26; 38; 59; 
22:42:25.575 -> 0x2AC; 8; FF; FF; FF; FF; FF; FF; FF; FF; 
22:42:25.575 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.575 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.575 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.575 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.615 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.615 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.615 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.615 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.615 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.615 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.615 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.615 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.615 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.615 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.615 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.615 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.615 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.615 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.615 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.615 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.655 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.655 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.655 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.655 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.655 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.655 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.655 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.655 -> 0x2D0; 8; FF; 73; 0; F9; F7; FC; FF; CF; 
22:42:25.655 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.655 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.655 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.655 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.655 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.655 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.655 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.655 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.655 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.655 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.695 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.695 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.695 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.695 -> 0x2BC; 8; FF; 53; 38; 0; 0; 26; 38; 59; 
22:42:25.695 -> 0x2AC; 8; FF; FF; FF; FF; FF; FF; FF; FF; 
22:42:25.695 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.695 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.695 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.695 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.695 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.695 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.695 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.695 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.695 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.695 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.695 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.695 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.695 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.735 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.735 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.735 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.735 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.735 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.735 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.735 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.735 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.735 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.735 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.735 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.735 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.735 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.735 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.735 -> 0x2D0; 8; FF; 73; 0; F9; F7; FC; FF; CF; 
22:42:25.735 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.735 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.782 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.782 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.782 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.782 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.782 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.782 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.782 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.782 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.782 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.782 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.782 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.782 -> 0x2BC; 8; FF; 53; 38; 0; 0; 26; 38; 59; 
22:42:25.782 -> 0x2AC; 8; FF; FF; FF; FF; FF; FF; FF; FF; 
22:42:25.782 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.782 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.782 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.782 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.782 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.782 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.782 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.782 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.823 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.823 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.823 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.823 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.823 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.823 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.823 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.823 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.823 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.823 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.823 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.823 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.823 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.823 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.823 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.823 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.863 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.863 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.863 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.863 -> 0x2D0; 8; FF; 73; 0; F9; F7; FC; FF; CF; 
22:42:25.863 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.863 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.863 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.863 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.863 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.863 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.863 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.863 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.863 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.863 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.863 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.863 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.863 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.902 -> 0x2BC; 8; FF; 53; 38; 0; 0; 26; 38; 59; 
22:42:25.902 -> 0x2AC; 8; FF; FF; FF; FF; FF; FF; FF; FF; 
22:42:25.902 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.902 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.902 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.902 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.902 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
22:42:25.902 -> 0x2A8; 8; 0; 10; 0; 0; 0; 0; 0; 0; 
22:42:25.902 -> 0x130; 8; FF; EF; FF; FF; FF; FF; 5A; CA; 
22:42:25.902 -> 0x10C; 8; FF; 0; 0; 0; 16; E9; FF; FF; 
22:42:25.902 -> 0x294; 8; 0; A0; 0; 0; 0; 0; 83; 0; 
